"miRNA","gene","correlation","miRNA_log2FC","gene_log2FC"
"hsa-miR-1-3p","ADCK2",1,5.25755137504538,-1.25058329666911
"hsa-miR-1-3p","DGCR2",1,5.25755137504538,-1.05137300939845
"hsa-miR-1-3p","FAM107A",1,5.25755137504538,-1.26773150123051
"hsa-miR-1-3p","FKBP9",1,5.25755137504538,-1.05497521609259
"hsa-miR-1-3p","LGI1",1,5.25755137504538,-1.17614897368753
"hsa-miR-1-3p","MOBP",2,5.25755137504538,-2.70317956020268
"hsa-miR-1-3p","MUC3A",1,5.25755137504538,-1.67060275295659
"hsa-miR-1-3p","NECAB1",1,5.25755137504538,-1.59549718218833
"hsa-miR-1-3p","NR4A2",5,5.25755137504538,-1.14720037548549
"hsa-miR-1-3p","OPCML",1,5.25755137504538,-1.31612934179823
"hsa-miR-1-3p","PDE2A",1,5.25755137504538,-1.4161781794751
"hsa-miR-1-3p","SERPINB9",4,5.25755137504538,-1.15407997648906
"hsa-miR-1-3p","SFRP1",6,5.25755137504538,-1.72087089976211
"hsa-miR-1-3p","SIK1",1,5.25755137504538,-1.70770389747976
"hsa-miR-1-3p","SLC16A3",3,5.25755137504538,-1.30733501087084
"hsa-miR-1-3p","SLC17A7",2,5.25755137504538,-2.24061161997734
"hsa-miR-1-3p","TNFRSF10D",1,5.25755137504538,-1.64769707664207
"hsa-miR-106a-5p","AQP4",4,2.06118645095179,-2.02509190457429
"hsa-miR-106a-5p","CLDN11",1,2.06118645095179,-1.33026854312272
"hsa-miR-106a-5p","DLGAP1",5,2.06118645095179,-1.07531385192285
"hsa-miR-106a-5p","DOCK9",2,2.06118645095179,-1.00823813288664
"hsa-miR-106a-5p","FAM107A",1,2.06118645095179,-1.26773150123051
"hsa-miR-106a-5p","FBXO32",1,2.06118645095179,-1.53281092956092
"hsa-miR-106a-5p","HTR2A",2,2.06118645095179,-1.72828150298152
"hsa-miR-106a-5p","KCNJ10",6,2.06118645095179,-1.55530387894029
"hsa-miR-106a-5p","NBL1",5,2.06118645095179,-1.05293684112893
"hsa-miR-106a-5p","NR4A2",6,2.06118645095179,-1.14720037548549
"hsa-miR-106a-5p","NR4A3",6,2.06118645095179,-1.13045094679501
"hsa-miR-106a-5p","OLIG1",3,2.06118645095179,-2.6409984519228
"hsa-miR-106a-5p","PCDHA4",6,2.06118645095179,-1.38191220575577
"hsa-miR-106a-5p","PDGFRA",6,2.06118645095179,-2.01698611825928
"hsa-miR-106a-5p","PLXND1",2,2.06118645095179,-1.72439502242362
"hsa-miR-106a-5p","RASGEF1A",5,2.06118645095179,-1.00229916126468
"hsa-miR-106a-5p","RASL11B",6,2.06118645095179,-1.47905115329015
"hsa-miR-106a-5p","RNASEH2B",3,2.06118645095179,-1.07549247711424
"hsa-miR-106a-5p","RNF128",6,2.06118645095179,-1.0377423348857
"hsa-miR-106a-5p","SERTM1",2,2.06118645095179,-1.105267600602
"hsa-miR-106a-5p","SFRP1",1,2.06118645095179,-1.72087089976211
"hsa-miR-106a-5p","SHE",2,2.06118645095179,-2.74512987768973
"hsa-miR-106a-5p","SIK1",5,2.06118645095179,-1.70770389747976
"hsa-miR-106a-5p","SLC17A7",6,2.06118645095179,-2.24061161997734
"hsa-miR-106a-5p","SLC30A10",2,2.06118645095179,-1.28484627224831
"hsa-miR-106a-5p","ST3GAL1",5,2.06118645095179,-1.35115212006341
"hsa-miR-106a-5p","TNFRSF10D",3,2.06118645095179,-1.64769707664207
"hsa-miR-128-3p","ACTA2",3,-1.13779620651963,2.5393564178796
"hsa-miR-128-3p","ADAM12",2,-1.13779620651963,1.98410732743903
"hsa-miR-128-3p","ADAMTS5",5,-1.13779620651963,1.48203074699543
"hsa-miR-128-3p","AJUBA",1,-1.13779620651963,1.51954324093895
"hsa-miR-128-3p","ANGPT2",4,-1.13779620651963,1.11407285043832
"hsa-miR-128-3p","ANXA2",1,-1.13779620651963,1.35242458938101
"hsa-miR-128-3p","APCDD1",1,-1.13779620651963,1.05980885460302
"hsa-miR-128-3p","AQP1",1,-1.13779620651963,2.31318904218444
"hsa-miR-128-3p","ARHGAP28",4,-1.13779620651963,1.31301247037953
"hsa-miR-128-3p","BCAT1",1,-1.13779620651963,1.36939414383033
"hsa-miR-128-3p","BVES",4,-1.13779620651963,1.6523892810512
"hsa-miR-128-3p","CASP7",1,-1.13779620651963,1.32925119780579
"hsa-miR-128-3p","CAST",2,-1.13779620651963,1.01489989823892
"hsa-miR-128-3p","CCND1",1,-1.13779620651963,3.20395887531381
"hsa-miR-128-3p","CD109",2,-1.13779620651963,1.37280404922512
"hsa-miR-128-3p","CLDN1",2,-1.13779620651963,1.16976470160448
"hsa-miR-128-3p","COL1A1",1,-1.13779620651963,4.25913728325666
"hsa-miR-128-3p","COL2A1",1,-1.13779620651963,3.12136410515517
"hsa-miR-128-3p","COL3A1",5,-1.13779620651963,5.15347121954818
"hsa-miR-128-3p","COL5A1",3,-1.13779620651963,2.17102222291562
"hsa-miR-128-3p","CPNE1",1,-1.13779620651963,1.07728927408387
"hsa-miR-128-3p","CREB3L2",2,-1.13779620651963,1.08033267821423
"hsa-miR-128-3p","CXCL12",2,-1.13779620651963,2.65155143303629
"hsa-miR-128-3p","DTX3L",4,-1.13779620651963,1.15226420611906
"hsa-miR-128-3p","EHD4",1,-1.13779620651963,1.07676288679074
"hsa-miR-128-3p","ELOVL1",3,-1.13779620651963,1.0868165198632
"hsa-miR-128-3p","EPAS1",2,-1.13779620651963,1.09100448066124
"hsa-miR-128-3p","ERG",4,-1.13779620651963,5.06538538068859
"hsa-miR-128-3p","ETS1",2,-1.13779620651963,1.92194049274273
"hsa-miR-128-3p","EXPH5",1,-1.13779620651963,1.14955567657345
"hsa-miR-128-3p","EYA4",6,-1.13779620651963,2.43788307945223
"hsa-miR-128-3p","F11R",1,-1.13779620651963,1.27433033261402
"hsa-miR-128-3p","FAM78A",4,-1.13779620651963,1.67895272841255
"hsa-miR-128-3p","FGFBP3",2,-1.13779620651963,1.44406995327676
"hsa-miR-128-3p","FILIP1",1,-1.13779620651963,2.19860254187937
"hsa-miR-128-3p","FLNC",1,-1.13779620651963,2.29849536600871
"hsa-miR-128-3p","FN1",4,-1.13779620651963,1.89654278624972
"hsa-miR-128-3p","FOXB1",1,-1.13779620651963,1.19806715186583
"hsa-miR-128-3p","FOXC1",1,-1.13779620651963,2.25610157158245
"hsa-miR-128-3p","FOXO1",4,-1.13779620651963,1.14750122142598
"hsa-miR-128-3p","GALNT10",1,-1.13779620651963,1.39784783742918
"hsa-miR-128-3p","GHR",3,-1.13779620651963,1.25309585227618
"hsa-miR-128-3p","GPC4",1,-1.13779620651963,1.82995418129684
"hsa-miR-128-3p","GPNMB",3,-1.13779620651963,2.51870876754392
"hsa-miR-128-3p","GPX8",4,-1.13779620651963,1.92005773726464
"hsa-miR-128-3p","HAS2",2,-1.13779620651963,1.20201607225576
"hsa-miR-128-3p","HIC1",4,-1.13779620651963,1.80448120429007
"hsa-miR-128-3p","HLA-B",2,-1.13779620651963,1.41367127804783
"hsa-miR-128-3p","ID3",2,-1.13779620651963,3.90844798832457
"hsa-miR-128-3p","IFITM1",1,-1.13779620651963,4.03153557125066
"hsa-miR-128-3p","IGF2",1,-1.13779620651963,4.18061396888521
"hsa-miR-128-3p","ITGA5",5,-1.13779620651963,2.25392992218257
"hsa-miR-128-3p","ITPRIPL2",4,-1.13779620651963,1.29841347937404
"hsa-miR-128-3p","KLF4",6,-1.13779620651963,1.30249626492434
"hsa-miR-128-3p","KLHL31",2,-1.13779620651963,4.44746632540022
"hsa-miR-128-3p","LGR4",3,-1.13779620651963,1.35592251012757
"hsa-miR-128-3p","LHFPL6",2,-1.13779620651963,1.52191103755521
"hsa-miR-128-3p","LOXL2",2,-1.13779620651963,2.29900919475132
"hsa-miR-128-3p","LUM",4,-1.13779620651963,4.42001005307812
"hsa-miR-128-3p","MARVELD2",2,-1.13779620651963,1.4944374638266
"hsa-miR-128-3p","MME",6,-1.13779620651963,1.33812119121027
"hsa-miR-128-3p","MMRN1",1,-1.13779620651963,2.29253845280827
"hsa-miR-128-3p","MYL12A",1,-1.13779620651963,1.23040054708362
"hsa-miR-128-3p","NKX3-2",4,-1.13779620651963,2.12914815786364
"hsa-miR-128-3p","NR2F2",5,-1.13779620651963,1.11160696146573
"hsa-miR-128-3p","PDE3A",6,-1.13779620651963,1.03564777678883
"hsa-miR-128-3p","PDIA5",6,-1.13779620651963,1.1494143612821
"hsa-miR-128-3p","PDLIM5",1,-1.13779620651963,1.06114393496088
"hsa-miR-128-3p","PDPN",4,-1.13779620651963,1.37683394125294
"hsa-miR-128-3p","PGR",1,-1.13779620651963,5.48916650156453
"hsa-miR-128-3p","PI15",1,-1.13779620651963,1.60742891390463
"hsa-miR-128-3p","PLAU",2,-1.13779620651963,2.54960941554382
"hsa-miR-128-3p","PLD1",1,-1.13779620651963,1.89491465161521
"hsa-miR-128-3p","PMP22",1,-1.13779620651963,1.47902663994089
"hsa-miR-128-3p","PRR16",2,-1.13779620651963,1.08973287479853
"hsa-miR-128-3p","PTCH1",2,-1.13779620651963,1.03666584363544
"hsa-miR-128-3p","RBM24",2,-1.13779620651963,1.03323197618874
"hsa-miR-128-3p","RREB1",4,-1.13779620651963,1.2749401105829
"hsa-miR-128-3p","RUNX1",4,-1.13779620651963,2.32432438986166
"hsa-miR-128-3p","SALL4",1,-1.13779620651963,2.82776914838807
"hsa-miR-128-3p","SERPINE1",1,-1.13779620651963,2.38135026174165
"hsa-miR-128-3p","SGCG",2,-1.13779620651963,1.04987979219264
"hsa-miR-128-3p","SIX4",1,-1.13779620651963,1.25517570212489
"hsa-miR-128-3p","SLFN5",4,-1.13779620651963,1.19564613255312
"hsa-miR-128-3p","SRL",4,-1.13779620651963,7.01320464273563
"hsa-miR-128-3p","TBX3",3,-1.13779620651963,2.39920244649992
"hsa-miR-128-3p","TEAD4",1,-1.13779620651963,2.06839062118984
"hsa-miR-128-3p","TGFBR2",1,-1.13779620651963,1.82742195002922
"hsa-miR-128-3p","TGFBR3",2,-1.13779620651963,2.3886009002734
"hsa-miR-128-3p","THRB",5,-1.13779620651963,2.02496662375447
"hsa-miR-128-3p","TM4SF18",1,-1.13779620651963,5.30808025291277
"hsa-miR-128-3p","TPM1",3,-1.13779620651963,1.09972614939302
"hsa-miR-128-3p","TSPAN12",3,-1.13779620651963,1.70537528821101
"hsa-miR-128-3p","TTN",2,-1.13779620651963,5.69870065429884
"hsa-miR-128-3p","VCL",3,-1.13779620651963,1.10200982514672
"hsa-miR-128-3p","VGLL3",3,-1.13779620651963,4.65753199401788
"hsa-miR-128-3p","WNT5A",2,-1.13779620651963,1.80049446105006
"hsa-miR-128-3p","ZIC2",1,-1.13779620651963,1.35280711606847
"hsa-miR-128-3p","ZNF106",1,-1.13779620651963,1.29692693869387
"hsa-miR-1286","ADAMTSL1",2,-1.84322937822577,1.79378592902462
"hsa-miR-1286","ADPRHL1",3,-1.84322937822577,2.16406770758701
"hsa-miR-1286","ALPK3",3,-1.84322937822577,1.45036084910026
"hsa-miR-1286","APOBEC3C",1,-1.84322937822577,1.04077828551192
"hsa-miR-1286","ARL4A",1,-1.84322937822577,1.55953626472181
"hsa-miR-1286","BCAT1",1,-1.84322937822577,1.36939414383033
"hsa-miR-1286","CCN1",1,-1.84322937822577,2.56551856359301
"hsa-miR-1286","CD109",1,-1.84322937822577,1.37280404922512
"hsa-miR-1286","CGNL1",2,-1.84322937822577,1.09767508076076
"hsa-miR-1286","CKMT2",1,-1.84322937822577,2.41934469824304
"hsa-miR-1286","CMTM7",2,-1.84322937822577,2.77129321469908
"hsa-miR-1286","COL1A1",2,-1.84322937822577,4.25913728325666
"hsa-miR-1286","COL5A1",1,-1.84322937822577,2.17102222291562
"hsa-miR-1286","COL5A2",1,-1.84322937822577,1.40791072928921
"hsa-miR-1286","COL6A3",1,-1.84322937822577,5.36085312795257
"hsa-miR-1286","CREB3L2",1,-1.84322937822577,1.08033267821423
"hsa-miR-1286","CSRP3",1,-1.84322937822577,6.42135692051927
"hsa-miR-1286","EMCN",3,-1.84322937822577,5.8653865684493
"hsa-miR-1286","EMP1",1,-1.84322937822577,1.83954881127033
"hsa-miR-1286","EPAS1",1,-1.84322937822577,1.09100448066124
"hsa-miR-1286","ERG",1,-1.84322937822577,5.06538538068859
"hsa-miR-1286","ETS1",1,-1.84322937822577,1.92194049274273
"hsa-miR-1286","F11R",1,-1.84322937822577,1.27433033261402
"hsa-miR-1286","FKBP5",2,-1.84322937822577,1.14770203243732
"hsa-miR-1286","FN1",1,-1.84322937822577,1.89654278624972
"hsa-miR-1286","FOXA1",1,-1.84322937822577,1.05644203702731
"hsa-miR-1286","FOXC1",2,-1.84322937822577,2.25610157158245
"hsa-miR-1286","FRAS1",1,-1.84322937822577,1.2575620576781
"hsa-miR-1286","GALNT10",2,-1.84322937822577,1.39784783742918
"hsa-miR-1286","GPC4",1,-1.84322937822577,1.82995418129684
"hsa-miR-1286","HAS2",2,-1.84322937822577,1.20201607225576
"hsa-miR-1286","HELZ2",1,-1.84322937822577,1.08530327557388
"hsa-miR-1286","ICAM1",2,-1.84322937822577,2.36122304525588
"hsa-miR-1286","ID3",1,-1.84322937822577,3.90844798832457
"hsa-miR-1286","IFITM1",2,-1.84322937822577,4.03153557125066
"hsa-miR-1286","IFITM2",2,-1.84322937822577,1.26580065193267
"hsa-miR-1286","IGF2",2,-1.84322937822577,4.18061396888521
"hsa-miR-1286","IGF2BP1",1,-1.84322937822577,1.08792041976996
"hsa-miR-1286","IL1R1",2,-1.84322937822577,1.76842573873817
"hsa-miR-1286","IL32",1,-1.84322937822577,1.7256363047981
"hsa-miR-1286","LDLRAP1",2,-1.84322937822577,1.51460978664497
"hsa-miR-1286","MLPH",3,-1.84322937822577,4.39863325576759
"hsa-miR-1286","MME",1,-1.84322937822577,1.33812119121027
"hsa-miR-1286","MMP14",1,-1.84322937822577,1.90335586147867
"hsa-miR-1286","MSX1",1,-1.84322937822577,2.14712720850934
"hsa-miR-1286","MYOF",2,-1.84322937822577,2.33631819158229
"hsa-miR-1286","NUAK2",2,-1.84322937822577,1.67576765842113
"hsa-miR-1286","OSBPL3",1,-1.84322937822577,1.44780610774592
"hsa-miR-1286","PDE3A",1,-1.84322937822577,1.03564777678883
"hsa-miR-1286","PODXL",1,-1.84322937822577,2.53720281335356
"hsa-miR-1286","PRSS23",1,-1.84322937822577,1.67648150666873
"hsa-miR-1286","RBM24",1,-1.84322937822577,1.03323197618874
"hsa-miR-1286","RBPMS2",2,-1.84322937822577,1.53963743387657
"hsa-miR-1286","RHBDF1",1,-1.84322937822577,1.23232116423797
"hsa-miR-1286","RNF43",2,-1.84322937822577,1.68114889622651
"hsa-miR-1286","RREB1",1,-1.84322937822577,1.2749401105829
"hsa-miR-1286","SCN4A",4,-1.84322937822577,4.08404558958172
"hsa-miR-1286","SNURF",1,-1.84322937822577,1.57401116693128
"hsa-miR-1286","SOX13",1,-1.84322937822577,1.4038604644205
"hsa-miR-1286","SRL",2,-1.84322937822577,7.01320464273563
"hsa-miR-1286","STC2",2,-1.84322937822577,1.06869258652959
"hsa-miR-1286","TBX1",1,-1.84322937822577,2.45392099847958
"hsa-miR-1286","TFAP2A",1,-1.84322937822577,1.19927480183389
"hsa-miR-1286","TNFRSF1A",2,-1.84322937822577,1.06785250067844
"hsa-miR-1286","TPM1",1,-1.84322937822577,1.09972614939302
"hsa-miR-1286","TUBB6",1,-1.84322937822577,1.24042842104554
"hsa-miR-1286","VCL",2,-1.84322937822577,1.10200982514672
"hsa-miR-1306-5p","AQP1",3,-1.29997417575868,2.31318904218444
"hsa-miR-1306-5p","BCAT1",1,-1.29997417575868,1.36939414383033
"hsa-miR-1306-5p","CCND1",1,-1.29997417575868,3.20395887531381
"hsa-miR-1306-5p","CDKN2B",1,-1.29997417575868,1.11633311000316
"hsa-miR-1306-5p","COL12A1",2,-1.29997417575868,2.0999441787142
"hsa-miR-1306-5p","COL4A1",1,-1.29997417575868,1.29264355489358
"hsa-miR-1306-5p","CREB3L2",1,-1.29997417575868,1.08033267821423
"hsa-miR-1306-5p","CTSA",1,-1.29997417575868,1.09054054706985
"hsa-miR-1306-5p","CYP26B1",1,-1.29997417575868,1.35795897085939
"hsa-miR-1306-5p","DNMT3B",1,-1.29997417575868,1.1502410460976
"hsa-miR-1306-5p","DOK7",1,-1.29997417575868,3.48750569997111
"hsa-miR-1306-5p","EHD4",1,-1.29997417575868,1.07676288679074
"hsa-miR-1306-5p","FGFR3",2,-1.29997417575868,1.49814863734179
"hsa-miR-1306-5p","HLA-B",2,-1.29997417575868,1.41367127804783
"hsa-miR-1306-5p","ICOSLG",1,-1.29997417575868,2.57230208667878
"hsa-miR-1306-5p","ID3",1,-1.29997417575868,3.90844798832457
"hsa-miR-1306-5p","NES",1,-1.29997417575868,2.09812793063892
"hsa-miR-1306-5p","RASSF3",1,-1.29997417575868,2.15964158594849
"hsa-miR-1306-5p","RBPMS2",1,-1.29997417575868,1.53963743387657
"hsa-miR-1306-5p","RREB1",2,-1.29997417575868,1.2749401105829
"hsa-miR-1306-5p","STC2",1,-1.29997417575868,1.06869258652959
"hsa-miR-1306-5p","STK26",2,-1.29997417575868,1.95742632637184
"hsa-miR-1306-5p","SYNPO2L",1,-1.29997417575868,4.93132510911298
"hsa-miR-1306-5p","TAF4B",1,-1.29997417575868,1.4946873320848
"hsa-miR-1306-5p","TGFBR3",1,-1.29997417575868,2.3886009002734
"hsa-miR-1306-5p","THRB",1,-1.29997417575868,2.02496662375447
"hsa-miR-1306-5p","TMEM182",1,-1.29997417575868,1.07976333714548
"hsa-miR-1306-5p","TRIM56",1,-1.29997417575868,1.27813151002529
"hsa-miR-1306-5p","XIRP1",2,-1.29997417575868,8.8194230840525
"hsa-miR-1306-5p","ZNF106",2,-1.29997417575868,1.29692693869387
"hsa-miR-133a-3p","FUT4",3,6.86590163200713,-1.82680676647211
"hsa-miR-133a-3p","LGI3",1,6.86590163200713,-1.3196216617813
"hsa-miR-133a-3p","PCDHGA9",4,6.86590163200713,-1.09579282547982
"hsa-miR-133a-3p","PCDHGB6",4,6.86590163200713,-1.89425357352402
"hsa-miR-133a-3p","PDE2A",1,6.86590163200713,-1.4161781794751
"hsa-miR-133a-3p","TNFRSF10D",4,6.86590163200713,-1.64769707664207
"hsa-miR-133b","FUT4",3,6.78825769394009,-1.82680676647211
"hsa-miR-133b","LGI3",1,6.78825769394009,-1.3196216617813
"hsa-miR-133b","PCDHGA9",4,6.78825769394009,-1.09579282547982
"hsa-miR-133b","PCDHGB6",4,6.78825769394009,-1.89425357352402
"hsa-miR-133b","PDE2A",1,6.78825769394009,-1.4161781794751
"hsa-miR-133b","TNFRSF10D",4,6.78825769394009,-1.64769707664207
"hsa-miR-139-5p","AHNAK",1,-1.16998197322443,2.18469156045298
"hsa-miR-139-5p","ALPK3",2,-1.16998197322443,1.45036084910026
"hsa-miR-139-5p","BVES",2,-1.16998197322443,1.6523892810512
"hsa-miR-139-5p","CCN2",1,-1.16998197322443,3.81588469081445
"hsa-miR-139-5p","CCND1",1,-1.16998197322443,3.20395887531381
"hsa-miR-139-5p","CEBPZOS",2,-1.16998197322443,1.11222106102454
"hsa-miR-139-5p","CLCN5",2,-1.16998197322443,1.44663238450145
"hsa-miR-139-5p","CMTM7",1,-1.16998197322443,2.77129321469908
"hsa-miR-139-5p","COL12A1",1,-1.16998197322443,2.0999441787142
"hsa-miR-139-5p","CXCR4",4,-1.16998197322443,1.54081070781431
"hsa-miR-139-5p","ETS1",5,-1.16998197322443,1.92194049274273
"hsa-miR-139-5p","EYA4",3,-1.16998197322443,2.43788307945223
"hsa-miR-139-5p","F11R",1,-1.16998197322443,1.27433033261402
"hsa-miR-139-5p","FBN2",6,-1.16998197322443,1.72482759569684
"hsa-miR-139-5p","FKBP5",2,-1.16998197322443,1.14770203243732
"hsa-miR-139-5p","FN1",2,-1.16998197322443,1.89654278624972
"hsa-miR-139-5p","FOXO1",4,-1.16998197322443,1.14750122142598
"hsa-miR-139-5p","GPAT3",1,-1.16998197322443,1.06885154936629
"hsa-miR-139-5p","ICAM1",1,-1.16998197322443,2.36122304525588
"hsa-miR-139-5p","IGF2BP1",1,-1.16998197322443,1.08792041976996
"hsa-miR-139-5p","ITGB8",4,-1.16998197322443,1.68202251050562
"hsa-miR-139-5p","KLF4",1,-1.16998197322443,1.30249626492434
"hsa-miR-139-5p","LPAR1",1,-1.16998197322443,1.15627392972097
"hsa-miR-139-5p","MYOF",1,-1.16998197322443,2.33631819158229
"hsa-miR-139-5p","NES",1,-1.16998197322443,2.09812793063892
"hsa-miR-139-5p","NID2",1,-1.16998197322443,3.53000288683858
"hsa-miR-139-5p","OSBPL3",2,-1.16998197322443,1.44780610774592
"hsa-miR-139-5p","PCDHGA3",2,-1.16998197322443,3.09898361162024
"hsa-miR-139-5p","PCDHGA4",2,-1.16998197322443,1.09255409969807
"hsa-miR-139-5p","PCDHGA5",2,-1.16998197322443,2.11916543212921
"hsa-miR-139-5p","PCDHGA6",2,-1.16998197322443,1.92774625624471
"hsa-miR-139-5p","PCDHGA8",2,-1.16998197322443,2.19404119468889
"hsa-miR-139-5p","PCDHGB1",2,-1.16998197322443,1.25064988894922
"hsa-miR-139-5p","PCDHGB3",2,-1.16998197322443,1.76275085018208
"hsa-miR-139-5p","PCDHGB4",2,-1.16998197322443,1.69360761983706
"hsa-miR-139-5p","PCDHGB5",2,-1.16998197322443,2.56081623770084
"hsa-miR-139-5p","PDE3A",5,-1.16998197322443,1.03564777678883
"hsa-miR-139-5p","PHLDB2",2,-1.16998197322443,2.20285564246026
"hsa-miR-139-5p","PI15",2,-1.16998197322443,1.60742891390463
"hsa-miR-139-5p","PLSCR1",1,-1.16998197322443,1.62029823181346
"hsa-miR-139-5p","PLTP",1,-1.16998197322443,1.38187917928639
"hsa-miR-139-5p","PMP22",4,-1.16998197322443,1.47902663994089
"hsa-miR-139-5p","PODXL",3,-1.16998197322443,2.53720281335356
"hsa-miR-139-5p","PRTG",1,-1.16998197322443,2.18161502067625
"hsa-miR-139-5p","PTCH1",1,-1.16998197322443,1.03666584363544
"hsa-miR-139-5p","RASSF3",1,-1.16998197322443,2.15964158594849
"hsa-miR-139-5p","RBPMS2",1,-1.16998197322443,1.53963743387657
"hsa-miR-139-5p","RDH10",1,-1.16998197322443,1.05683345561291
"hsa-miR-139-5p","RREB1",3,-1.16998197322443,1.2749401105829
"hsa-miR-139-5p","RUNX1",4,-1.16998197322443,2.32432438986166
"hsa-miR-139-5p","SDC2",2,-1.16998197322443,1.33934183786932
"hsa-miR-139-5p","SNAI2",1,-1.16998197322443,2.40563129285236
"hsa-miR-139-5p","SNURF",4,-1.16998197322443,1.57401116693128
"hsa-miR-139-5p","TBX1",4,-1.16998197322443,2.45392099847958
"hsa-miR-139-5p","TBX3",1,-1.16998197322443,2.39920244649992
"hsa-miR-139-5p","THBS1",4,-1.16998197322443,2.35312088502112
"hsa-miR-139-5p","TPM1",1,-1.16998197322443,1.09972614939302
"hsa-miR-139-5p","ZNF106",2,-1.16998197322443,1.29692693869387
"hsa-miR-143-3p","DGCR2",1,4.44744024682831,-1.05137300939845
"hsa-miR-143-3p","DOCK9",2,4.44744024682831,-1.00823813288664
"hsa-miR-143-3p","FKBP9",1,4.44744024682831,-1.05497521609259
"hsa-miR-143-3p","FUT4",3,4.44744024682831,-1.82680676647211
"hsa-miR-143-3p","GAS7",1,4.44744024682831,-1.05857825018813
"hsa-miR-143-3p","GRIA2",1,4.44744024682831,-1.02993082489987
"hsa-miR-143-3p","HOXA7",4,4.44744024682831,-3.47058969471398
"hsa-miR-143-3p","MGLL",1,4.44744024682831,-1.61052487774672
"hsa-miR-143-3p","NDRG1",1,4.44744024682831,-1.08536688503337
"hsa-miR-143-3p","PDGFRA",4,4.44744024682831,-2.01698611825928
"hsa-miR-143-3p","RTN4R",1,4.44744024682831,-1.21801812870865
"hsa-miR-143-3p","SLC17A7",2,4.44744024682831,-2.24061161997734
"hsa-miR-143-3p","SLC4A10",2,4.44744024682831,-1.09055271319471
"hsa-miR-143-3p","TANGO2",1,4.44744024682831,-1.19660740285207
"hsa-miR-143-3p","THY1",2,4.44744024682831,-1.11544596837155
"hsa-miR-143-3p","TNFRSF10D",4,4.44744024682831,-1.64769707664207
"hsa-miR-145-5p","CLDN6",1,4.0311835048076,-1.93407226418985
"hsa-miR-145-5p","COMT",1,4.0311835048076,-2.39484530089081
"hsa-miR-145-5p","CPLX2",1,4.0311835048076,-1.18012553123724
"hsa-miR-145-5p","CYRIA",2,4.0311835048076,-1.22320927711746
"hsa-miR-145-5p","DOCK9",4,4.0311835048076,-1.00823813288664
"hsa-miR-145-5p","GRIA2",1,4.0311835048076,-1.02993082489987
"hsa-miR-145-5p","GRIA3",1,4.0311835048076,-1.2151796424506
"hsa-miR-145-5p","HOPX",1,4.0311835048076,-1.20811963477188
"hsa-miR-145-5p","KLHL14",1,4.0311835048076,-1.38041793506914
"hsa-miR-145-5p","MUC3A",1,4.0311835048076,-1.67060275295659
"hsa-miR-145-5p","PI4KA",1,4.0311835048076,-1.17891363140997
"hsa-miR-145-5p","PLXND1",3,4.0311835048076,-1.72439502242362
"hsa-miR-145-5p","RAPGEF3",2,4.0311835048076,-1.08009544703701
"hsa-miR-145-5p","SIK1",1,4.0311835048076,-1.70770389747976
"hsa-miR-145-5p","SLC16A3",3,4.0311835048076,-1.30733501087084
"hsa-miR-145-5p","SLC4A10",3,4.0311835048076,-1.09055271319471
"hsa-miR-145-5p","TNFRSF10D",1,4.0311835048076,-1.64769707664207
"hsa-miR-148a-3p","ADRA2A",3,1.10529184834307,-1.47386175117005
